gene	cluster	p_val	avg_log2FC	p_val_adj	pct.1	pct.2
PRR15	Ciliated cell_IPF	0	3.11015447290803	0	0.392	0.066
APPL2	Ciliated cell_IPF	0	3.10760611480111	0	0.36	0.068
FAM161A	Ciliated cell_IPF	0	3.10698588847997	0	0.318	0.05
CEP41	Ciliated cell_IPF	0	3.10183658213218	0	0.267	0.046
TTC21B	Ciliated cell_IPF	0	3.09437698068492	0	0.268	0.043
NME7	Ciliated cell_IPF	0	3.08764354570442	0	0.465	0.085
TMEM254	Ciliated cell_IPF	0	3.08734801045178	0	0.289	0.055
DNAL4	Ciliated cell_IPF	0	3.08213767695235	0	0.476	0.093
NEK1	Ciliated cell_IPF	0	3.07475427246859	0	0.324	0.059
JPT2	Ciliated cell_IPF	0	3.06165152425939	0	0.347	0.056
ZNF440	Ciliated cell_IPF	0	3.05203823545891	0	0.291	0.047
IL20RA	Ciliated cell_IPF	0	3.0505537500275	0	0.412	0.074
ANKRD54	Ciliated cell_IPF	0	3.04665343716955	0	0.421	0.075
CEP83	Ciliated cell_IPF	0	3.04130620054185	0	0.308	0.055
ANKRD42	Ciliated cell_IPF	0	3.01998488405262	0	0.27	0.049
MAPK10	Ciliated cell_IPF	0	3.01872513832634	0	0.362	0.056
PTPRN2	Ciliated cell_IPF	0	3.01556707615378	0	0.49	0.092
TTLL7	Ciliated cell_IPF	0	3.0153116311074	0	0.286	0.043
CCDC34	Ciliated cell_IPF	0	3.00760872233914	0	0.421	0.082
BCAS3	Ciliated cell_IPF	0	2.97987501348319	0	0.298	0.052
CCP110	Ciliated cell_IPF	0	2.97411578158375	0	0.405	0.078
MSH3	Ciliated cell_IPF	0	2.94803568854822	0	0.359	0.075
STX2	Ciliated cell_IPF	0	2.94163214213802	0	0.254	0.052
CROCC	Ciliated cell_IPF	0	2.93332060243673	0	0.287	0.051
FDXR	Ciliated cell_IPF	0	2.9261705439946	0	0.466	0.096
KATNB1	Ciliated cell_IPF	0	2.92406529510186	0	0.254	0.048
AC007325.4	Ciliated cell_IPF	0	2.89832160966171	0	0.304	0.064
C11orf49	Ciliated cell_IPF	0	2.89175040675904	0	0.442	0.09
TNFRSF19	Ciliated cell_IPF	0	2.88692906772675	0	0.368	0.073
ODF2	Ciliated cell_IPF	0	2.87742544368187	0	0.307	0.062
TTLL5	Ciliated cell_IPF	0	2.86698751071247	0	0.267	0.05
IFT74	Ciliated cell_IPF	0	2.86612214204852	0	0.295	0.065
KCNE1	Ciliated cell_IPF	0	2.85486443883764	0	0.285	0.059
CYB5D1	Ciliated cell_IPF	0	2.81846202558484	0	0.308	0.064
STRBP	Ciliated cell_IPF	0	2.81772583002013	0	0.354	0.076
GALNS	Ciliated cell_IPF	0	2.80179401172371	0	0.317	0.075
MCAT	Ciliated cell_IPF	0	2.73845384821621	0	0.306	0.069
MED25	Ciliated cell_IPF	0	2.7370059314655	0	0.385	0.085
MPDZ	Ciliated cell_IPF	0	2.735833766	0	0.263	0.055
CNTRL	Ciliated cell_IPF	0	2.73426645379055	0	0.376	0.081
NGRN	Ciliated cell_IPF	0	2.71467790920863	0	0.33	0.075
APOO	Ciliated cell_IPF	0	2.7095627182865	0	0.365	0.093
CGN	Ciliated cell_IPF	0	2.70366546217077	0	0.259	0.051
ATF7IP2	Ciliated cell_IPF	0	2.69742180051169	0	0.376	0.083
CIPC	Ciliated cell_IPF	0	2.68923710916485	0	0.263	0.066
ZC2HC1A	Ciliated cell_IPF	0	2.68227262045725	0	0.388	0.098
SLC35A2	Ciliated cell_IPF	0	2.67409560819876	0	0.359	0.086
CLMN	Ciliated cell_IPF	0	2.66478672788208	0	0.389	0.096
STYXL1	Ciliated cell_IPF	0	2.66383087650203	0	0.38	0.097
AFDN	Ciliated cell_IPF	0	2.6605324916707	0	0.343	0.065
NIPSNAP2	Ciliated cell_IPF	0	2.65111186044768	0	0.335	0.073
BUD23	Ciliated cell_IPF	0	2.64667431598481	0	0.416	0.098
REC8	Ciliated cell_IPF	0	2.64634616130511	0	0.311	0.063
KIF3B	Ciliated cell_IPF	0	2.62497215362643	0	0.295	0.075
PWWP2B	Ciliated cell_IPF	0	2.6177524133702	0	0.312	0.078
PLA2G10	Ciliated cell_IPF	0	2.61638102045659	0	0.33	0.076
DTX3	Ciliated cell_IPF	0	2.58952818402044	0	0.294	0.064
TMEM154	Ciliated cell_IPF	0	2.58436903088139	0	0.253	0.047
PKIB	Ciliated cell_IPF	0	2.58404066124847	0	0.253	0.052
PRR7	Ciliated cell_IPF	0	2.58342113217815	0	0.343	0.077
B3GNT7	Ciliated cell_IPF	0	2.57992216199198	0	0.348	0.098
HMGN5	Ciliated cell_IPF	0	2.57839327226123	0	0.375	0.097
LRRC26	Ciliated cell_IPF	0	2.56856334708005	0	0.351	0.081
TMEM68	Ciliated cell_IPF	0	2.56703048411389	0	0.338	0.087
LRRC4	Ciliated cell_IPF	0	2.56599610359251	0	0.262	0.058
CCDC88C	Ciliated cell_IPF	0	2.51874774135588	0	0.404	0.089
NLRP1	Ciliated cell_IPF	0	2.49798793906809	0	0.3	0.074
SHROOM3	Ciliated cell_IPF	0	2.48593653350242	0	0.385	0.094
PNMA1	Ciliated cell_IPF	0	2.472987843	0	0.304	0.074
CEP290	Ciliated cell_IPF	0	2.45811182477323	0	0.312	0.084
FCF1	Ciliated cell_IPF	0	2.44707652546776	0	0.26	0.067
ABO	Ciliated cell_IPF	0	2.43792076034595	0	0.318	0.086
PIGQ	Ciliated cell_IPF	0	2.43638624108187	0	0.274	0.073
LRG1	Ciliated cell_IPF	0	2.43280600637745	0	0.308	0.087
ABCA5	Ciliated cell_IPF	0	2.36080429864654	0	0.341	0.098
DDAH1	Ciliated cell_IPF	0	2.34536693172754	0	0.315	0.086
FAM221A	Ciliated cell_IPF	0	2.34034979372504	0	0.251	0.069
BAIAP2L1	Ciliated cell_IPF	0	2.31321711761992	0	0.335	0.097
PHTF1	Ciliated cell_IPF	0	2.3085239746769	0	0.285	0.071
CELSR1	Ciliated cell_IPF	0	2.2950164982127	0	0.276	0.086
MFSD6	Ciliated cell_IPF	0	2.28416954640028	0	0.278	0.086
BICDL2	Ciliated cell_IPF	0	2.28145088881895	0	0.276	0.063
VRK3	Ciliated cell_IPF	0	2.28064539943469	0	0.335	0.096
DMAC1	Ciliated cell_IPF	0	2.27960107922171	0	0.36	0.098
MRPL53	Ciliated cell_IPF	0	2.26079308610297	0	0.267	0.081
TOMM34	Ciliated cell_IPF	0	2.2465608487841	0	0.259	0.08
PLXNB1	Ciliated cell_IPF	0	2.24335344620335	0	0.356	0.096
WDR73	Ciliated cell_IPF	0	2.19268407923358	0	0.28	0.083
DHX40	Ciliated cell_IPF	0	2.17851867614632	0	0.253	0.082
SORBS2	Ciliated cell_IPF	0	2.1746135992601	0	0.368	0.096
FILIP1	Ciliated cell_IPF	0	2.16620996188143	0	0.259	0.068
C9orf72	Ciliated cell_IPF	0	2.14254366014082	0	0.309	0.096
ORAI2	Ciliated cell_IPF	0	2.10286757171741	0	0.274	0.084
TP53INP1	Ciliated cell_IPF	0	2.07700571499018	0	0.294	0.085
TM7SF2	Ciliated cell_IPF	0	2.05358390947894	0	0.252	0.08
RAB28	Ciliated cell_IPF	0	2.03534327575051	0	0.267	0.09
GALNT3	Ciliated cell_IPF	0	2.03130946446418	0	0.277	0.095
GOLPH3L	Ciliated cell_IPF	0	2.02721872063222	0	0.259	0.09
FXYD1	Ciliated cell_IPF	0	2.01566523099762	0	0.281	0.081
LRBA	Ciliated cell_IPF	0	2.01163339528679	0	0.311	0.095
SELENOT	Ciliated cell_IPF	0	2.00674041306222	0	0.295	0.092
LRIG1	Ciliated cell_IPF	0	1.99643545421783	0	0.288	0.096
ENPP4	Ciliated cell_IPF	0	1.9777041212762	0	0.26	0.094
ANK3	Ciliated cell_IPF	0	1.97566483588887	0	0.267	0.088
NSD3	Ciliated cell_IPF	0	1.93675960957427	0	0.277	0.081
ARL13B	Ciliated cell_IPF	0	1.93513962705065	0	0.26	0.099
SINHCAF	Ciliated cell_IPF	0	1.90103502730051	0	0.253	0.076
CCDC69	Ciliated cell_IPF	0	1.89501078445139	0	0.295	0.098
CASZ1	Ciliated cell_IPF	0	1.85057352886373	0	0.267	0.098
MAP1B	Ciliated cell_IPF	0	1.81450671964441	0	0.351	0.079
LAMC2	Ciliated cell_IPF	0	1.74026892338193	0	0.295	0.086
AKNA	Ciliated cell_IPF	0	1.74015460777903	0	0.323	0.091
SRGAP3	Ciliated cell_IPF	0	1.7363340477154	0	0.272	0.099
LIPH	Ciliated cell_IPF	0	1.68149768506521	0	0.254	0.095
FMC1	Ciliated cell_IPF	0	1.62541092426587	0	0.27	0.097
TENT5A	Ciliated cell_IPF	0	1.45419154186077	0	0.277	0.096
ACAP1	Ciliated cell_IPF	0	1.45153133588121	0	0.312	0.08
FPR3	Macrophage_IPF	0	7.49830531600499	0	0.499	0.005
AQP9	Macrophage_IPF	0	7.39094114580765	0	0.425	0.004
CSF1R	Macrophage_IPF	0	7.28386295080294	0	0.299	0.003
OLR1	Macrophage_IPF	0	7.21779464931878	0	0.545	0.008
MS4A7	Macrophage_IPF	0	7.13974468767081	0	0.842	0.014
FPR1	Macrophage_IPF	0	7.05672517153083	0	0.342	0.004
CYBB	Macrophage_IPF	0	6.96230742133496	0	0.662	0.008
CD163	Macrophage_IPF	0	6.90286217318154	0	0.73	0.012
LILRB4	Macrophage_IPF	0	6.89225313496404	0	0.58	0.007
MCEMP1	Macrophage_IPF	0	6.88600859497795	0	0.307	0.005
MS4A6A	Macrophage_IPF	0	6.87482153122561	0	0.644	0.011
PLA2G7	Macrophage_IPF	0	6.85772039466774	0	0.466	0.006
MARCO	Macrophage_IPF	0	6.83850325953815	0	0.704	0.015
C1QC	Macrophage_IPF	0	6.80905126578617	0	0.596	0.014
AIF1	Macrophage_IPF	0	6.72836514997947	0	0.911	0.02
C1QA	Macrophage_IPF	0	6.7156521218004	0	0.72	0.032
IGSF6	Macrophage_IPF	0	6.68031295394724	0	0.507	0.007
FCGR1A	Macrophage_IPF	0	6.67649362760312	0	0.431	0.005
SDS	Macrophage_IPF	0	6.66519187949734	0	0.282	0.004
VSIG4	Macrophage_IPF	0	6.6587764606275	0	0.679	0.01
MS4A4A	Macrophage_IPF	0	6.62022375966598	0	0.725	0.013
SPP1	Macrophage_IPF	0	6.59810954175186	0	0.572	0.056
LINC01272	Macrophage_IPF	0	6.58839972851479	0	0.617	0.009
FOLR2	Macrophage_IPF	0	6.58489067564125	0	0.274	0.005
MRC1	Macrophage_IPF	0	6.5827684199152	0	0.591	0.009
C1QB	Macrophage_IPF	0	6.56929882802095	0	0.7	0.034
CCR1	Macrophage_IPF	0	6.53717022665282	0	0.276	0.004
MSR1	Macrophage_IPF	0	6.50082735730649	0	0.61	0.009
HCK	Macrophage_IPF	0	6.48897683054448	0	0.37	0.004
TFEC	Macrophage_IPF	0	6.47748505283475	0	0.313	0.003
FCGR2B	Macrophage_IPF	0	6.47052847353807	0	0.293	0.004
OSCAR	Macrophage_IPF	0	6.43487289784541	0	0.313	0.004
CCL18	Macrophage_IPF	0	6.4325112420355	0	0.73	0.083
CD86	Macrophage_IPF	0	6.4007333491581	0	0.418	0.005
APOC1	Macrophage_IPF	0	6.39001719261607	0	0.81	0.089
OTOA	Macrophage_IPF	0	6.38546538572955	0	0.296	0.004
TREM2	Macrophage_IPF	0	6.3267505029128	0	0.59	0.015
SPI1	Macrophage_IPF	0	6.2546660436884	0	0.687	0.012
LST1	Macrophage_IPF	0	6.20837260677486	0	0.77	0.016
ITGAX	Macrophage_IPF	0	6.10109764662813	0	0.464	0.007
RP11-1143G9.4	Macrophage_IPF	0	6.08606912264553	0	0.56	0.015
MNDA	Macrophage_IPF	0	6.06445246335257	0	0.499	0.007
RNASE6	Macrophage_IPF	0	6.02536796260996	0	0.437	0.01
CLEC7A	Macrophage_IPF	0	6.01825265124763	0	0.433	0.009
S100A8	Macrophage_IPF	0	5.9886858875744	0	0.548	0.023
LY86	Macrophage_IPF	0	5.97230456590534	0	0.483	0.007
FABP3	Macrophage_IPF	0	5.96183375432497	0	0.348	0.008
CD68	Macrophage_IPF	0	5.92584190047791	0	0.87	0.054
TYROBP	Macrophage_IPF	0	5.90379797893964	0	0.986	0.068
SLC11A1	Macrophage_IPF	0	5.88536709021597	0	0.646	0.019
PILRA	Macrophage_IPF	0	5.8395187938319	0	0.355	0.008
SLAMF8	Macrophage_IPF	0	5.82090360710446	0	0.298	0.005
LPL	Macrophage_IPF	0	5.81356098670104	0	0.44	0.014
SLC16A10	Macrophage_IPF	0	5.79161671221652	0	0.543	0.014
PLEK	Macrophage_IPF	0	5.67496919181141	0	0.477	0.009
FGR	Macrophage_IPF	0	5.63063332420868	0	0.577	0.015
FCER1G	Macrophage_IPF	0	5.51880112713879	0	0.96	0.057
GPNMB	Macrophage_IPF	0	5.50509525365782	0	0.783	0.06
NPL	Macrophage_IPF	0	5.48674271606501	0	0.452	0.012
SLCO2B1	Macrophage_IPF	0	5.43508917578873	0	0.408	0.01
C3AR1	Macrophage_IPF	0	5.38268552506842	0	0.471	0.009
ITGAM	Macrophage_IPF	0	5.37593012427668	0	0.38	0.007
IL1RN	Macrophage_IPF	0	5.35606924425879	0	0.328	0.02
FCGR3A	Macrophage_IPF	0	5.29976224141558	0	0.622	0.013
ACP5	Macrophage_IPF	0	5.27327186826247	0	0.771	0.07
BCAT1	Macrophage_IPF	0	5.14803158319738	0	0.478	0.015
KCNMA1	Macrophage_IPF	0	5.09666461064839	0	0.423	0.016
SNX10	Macrophage_IPF	0	5.06343556461402	0	0.66	0.026
1-Mar	Macrophage_IPF	0	4.87886538629252	0	0.261	0.005
PIK3AP1	Macrophage_IPF	0	4.85895245901522	0	0.263	0.007
SLC7A7	Macrophage_IPF	0	4.83811709532631	0	0.571	0.029
GPR34	Macrophage_IPF	0	4.82800029441588	0	0.268	0.006
CPVL	Macrophage_IPF	0	4.80673180655632	0	0.432	0.025
FBP1	Macrophage_IPF	0	4.77276134590622	0	0.682	0.091
CD14	Macrophage_IPF	0	4.76203429118608	0	0.574	0.046
BCL2A1	Macrophage_IPF	0	4.67884399467409	0	0.652	0.028
MMP19	Macrophage_IPF	0	4.64465225138592	0	0.558	0.031
LAIR1	Macrophage_IPF	0	4.62386985824396	0	0.518	0.015
ADAP2	Macrophage_IPF	0	4.59439328175468	0	0.312	0.013
TREM1	Macrophage_IPF	0	4.59227438083049	0	0.481	0.027
C1orf162	Macrophage_IPF	0	4.58748915827903	0	0.742	0.03
FCGR2A	Macrophage_IPF	0	4.57503360052177	0	0.636	0.038
SLC1A3	Macrophage_IPF	0	4.56926948861372	0	0.427	0.02
DAB2	Macrophage_IPF	0	4.52875438696987	0	0.726	0.065
CCRL2	Macrophage_IPF	0	4.4713197970921	0	0.323	0.013
LYZ	Macrophage_IPF	0	4.39891086901109	0	0.919	0.078
SIRPA	Macrophage_IPF	0	4.36489761549693	0	0.435	0.025
CD36	Macrophage_IPF	0	4.34958618786446	0	0.364	0.014
MERTK	Macrophage_IPF	0	4.32688599697163	0	0.265	0.014
CD33	Macrophage_IPF	0	4.24402286791696	0	0.262	0.007
THEMIS2	Macrophage_IPF	0	4.20350826191642	0	0.389	0.015
PPARG	Macrophage_IPF	0	4.16863727549075	0	0.343	0.017
MPP1	Macrophage_IPF	0	4.16624749992066	0	0.525	0.029
EMILIN2	Macrophage_IPF	0	4.1635819323645	0	0.368	0.018
ITGB2	Macrophage_IPF	0	4.13871841577296	0	0.634	0.04
CD84	Macrophage_IPF	0	4.13673941666481	0	0.501	0.016
NCKAP1L	Macrophage_IPF	0	4.09643872520307	0	0.386	0.011
DOCK2	Macrophage_IPF	0	4.08548121498464	0	0.268	0.007
GPR183	Macrophage_IPF	0	4.04302841982561	0	0.629	0.04
HLA-DMB	Macrophage_IPF	0	4.01489283037481	0	0.681	0.099
LY96	Macrophage_IPF	0	3.93365130829261	0	0.649	0.064
SLC31A2	Macrophage_IPF	0	3.92752987927943	0	0.603	0.051
ALOX5	Macrophage_IPF	0	3.9162460034535	0	0.441	0.02
TBXAS1	Macrophage_IPF	0	3.9077119175666	0	0.306	0.011
PARVG	Macrophage_IPF	0	3.87722448300931	0	0.296	0.008
LILRB3	Macrophage_IPF	0	3.80772598722194	0	0.33	0.018
IFI30	Macrophage_IPF	0	3.80371194685497	0	0.546	0.034
FUOM	Macrophage_IPF	0	3.80347359316218	0	0.489	0.041
FERMT3	Macrophage_IPF	0	3.79471210836822	0	0.436	0.023
KYNU	Macrophage_IPF	0	3.78732267387388	0	0.443	0.039
NR1H3	Macrophage_IPF	0	3.77716152401107	0	0.329	0.028
TLR2	Macrophage_IPF	0	3.77681994025636	0	0.34	0.03
EPB41L3	Macrophage_IPF	0	3.76186712122892	0	0.259	0.019
CCDC88A	Macrophage_IPF	0	3.75307393088596	0	0.55	0.044
PHACTR1	Macrophage_IPF	0	3.74000603764065	0	0.395	0.034
NCF2	Macrophage_IPF	0	3.72628698157379	0	0.601	0.058
NCF1	Macrophage_IPF	0	3.72488544005336	0	0.319	0.02
BST1	Macrophage_IPF	0	3.71567215427064	0	0.272	0.019
LAPTM5	Macrophage_IPF	0	3.7127503307215	0	0.93	0.09
LCP2	Macrophage_IPF	0	3.66758456064397	0	0.385	0.019
LHFPL2	Macrophage_IPF	0	3.66255696828122	0	0.369	0.036
FGL2	Macrophage_IPF	0	3.66232419149033	0	0.297	0.022
OPN3	Macrophage_IPF	0	3.65771065441382	0	0.405	0.038
HAVCR2	Macrophage_IPF	0	3.63494738015162	0	0.442	0.014
IRF8	Macrophage_IPF	0	3.62266400793547	0	0.376	0.018
FAM49A	Macrophage_IPF	0	3.59690916081375	0	0.408	0.033
LCP1	Macrophage_IPF	0	3.5964779387936	0	0.673	0.037
TNFSF13B	Macrophage_IPF	0	3.57214506500162	0	0.503	0.034
GPR137B	Macrophage_IPF	0	3.54619892786138	0	0.482	0.049
C5AR1	Macrophage_IPF	0	3.52835808003275	0	0.616	0.079
SCD	Macrophage_IPF	0	3.52383291584515	0	0.373	0.046
SH2B3	Macrophage_IPF	0	3.51860833163043	0	0.316	0.025
ARRB2	Macrophage_IPF	0	3.50801726996279	0	0.653	0.07
TGFBI	Macrophage_IPF	0	3.49056514066552	0	0.634	0.085
PTAFR	Macrophage_IPF	0	3.47224040916457	0	0.282	0.023
SDC2	Macrophage_IPF	0	3.46101068125353	0	0.546	0.081
CCL20	Macrophage_IPF	0	3.45645797398588	0	0.34	0.067
SDSL	Macrophage_IPF	0	3.44746548702213	0	0.358	0.033
CCL3	Macrophage_IPF	0	3.43475295486709	0	0.448	0.021
TTYH3	Macrophage_IPF	0	3.37317651206901	0	0.333	0.036
DOK2	Macrophage_IPF	0	3.36814382553289	0	0.362	0.016
LPXN	Macrophage_IPF	0	3.31028708298005	0	0.394	0.025
HCLS1	Macrophage_IPF	0	3.26126523829375	0	0.467	0.03
PLBD1	Macrophage_IPF	0	3.23364879803292	0	0.491	0.073
AP1S2	Macrophage_IPF	0	3.22363806931341	0	0.681	0.084
TRPV2	Macrophage_IPF	0	3.22292568226207	0	0.257	0.019
FAM20C	Macrophage_IPF	0	3.21647929279362	0	0.263	0.029
HK2	Macrophage_IPF	0	3.20551630040078	0	0.305	0.034
GM2A	Macrophage_IPF	0	3.19728765148885	0	0.485	0.072
FAM96A	Macrophage_IPF	0	3.17134930284784	0	0.587	0.084
ACSL1	Macrophage_IPF	0	3.15130762924259	0	0.59	0.09
RENBP	Macrophage_IPF	0	3.14424160021125	0	0.294	0.016
HSD3B7	Macrophage_IPF	0	3.09938126016723	0	0.301	0.035
RIN3	Macrophage_IPF	0	3.09152159333542	0	0.325	0.029
MRAS	Macrophage_IPF	0	3.08999582265784	0	0.253	0.028
HCST	Macrophage_IPF	0	3.08985864610073	0	0.651	0.057
OGFRL1	Macrophage_IPF	0	3.07439401424242	0	0.408	0.052
CD83	Macrophage_IPF	0	3.06575563676592	0	0.594	0.077
NCF4	Macrophage_IPF	0	3.05826027543332	0	0.278	0.018
ABCA1	Macrophage_IPF	0	3.05807021764038	0	0.4	0.05
SLC15A3	Macrophage_IPF	0	3.05010977654135	0	0.304	0.032
SQRDL	Macrophage_IPF	0	3.04955044581305	0	0.552	0.091
ZEB2	Macrophage_IPF	0	3.03182785276134	0	0.655	0.06
KCNAB2	Macrophage_IPF	0	3.01005126799507	0	0.345	0.029
CD53	Macrophage_IPF	0	2.91348633322279	0	0.717	0.053
EVI2B	Macrophage_IPF	0	2.89279894832748	0	0.577	0.041
MYO1F	Macrophage_IPF	0	2.85285791465032	0	0.252	0.015
RASSF4	Macrophage_IPF	0	2.84639787790877	0	0.262	0.033
SYK	Macrophage_IPF	0	2.83136996918849	0	0.321	0.04
SMIM3	Macrophage_IPF	0	2.82444351293291	0	0.563	0.077
METRNL	Macrophage_IPF	0	2.79515567893029	0	0.321	0.044
CECR1	Macrophage_IPF	0	2.78617673383508	0	0.456	0.076
NTAN1	Macrophage_IPF	0	2.78232223336067	0	0.493	0.083
CD52	Macrophage_IPF	0	2.76376322319579	0	0.691	0.083
ALOX5AP	Macrophage_IPF	0	2.76109161443023	0	0.651	0.077
GNA13	Macrophage_IPF	0	2.75333168659143	0	0.536	0.092
LSP1	Macrophage_IPF	0	2.73776493426663	0	0.368	0.049
PLXDC2	Macrophage_IPF	0	2.71238760647039	0	0.505	0.065
COLGALT1	Macrophage_IPF	0	2.70204972618211	0	0.358	0.049
PAPSS2	Macrophage_IPF	0	2.69531285767267	0	0.33	0.046
GPSM3	Macrophage_IPF	0	2.69008633657496	0	0.607	0.081
MFSD12	Macrophage_IPF	0	2.66895676651986	0	0.34	0.055
CCDC109B	Macrophage_IPF	0	2.65821823761829	0	0.452	0.066
GMFG	Macrophage_IPF	0	2.64992921549887	0	0.736	0.09
TMEM38B	Macrophage_IPF	0	2.64909297107738	0	0.29	0.039
GLIPR1	Macrophage_IPF	0	2.64742472051685	0	0.55	0.062
THBD	Macrophage_IPF	0	2.63515012500871	0	0.497	0.077
TIMP2	Macrophage_IPF	0	2.56381904441831	0	0.595	0.082
FAM195A	Macrophage_IPF	0	2.55922132576205	0	0.406	0.079
SNX8	Macrophage_IPF	0	2.54994389207079	0	0.266	0.037
VAT1	Macrophage_IPF	0	2.53625099947883	0	0.502	0.099
APBB1IP	Macrophage_IPF	0	2.51788987682169	0	0.276	0.021
FYB	Macrophage_IPF	0	2.49893369760682	0	0.553	0.044
TNS3	Macrophage_IPF	0	2.48482257364082	0	0.366	0.062
EVI2A	Macrophage_IPF	0	2.44613807029661	0	0.444	0.038
PLEKHO1	Macrophage_IPF	0	2.44597451463458	0	0.272	0.049
C1orf54	Macrophage_IPF	0	2.42709038957098	0	0.303	0.053
LACTB	Macrophage_IPF	0	2.41899624281201	0	0.52	0.088
MAPKAPK3	Macrophage_IPF	0	2.41348578859251	0	0.352	0.063
EREG	Macrophage_IPF	0	2.41076555383618	0	0.369	0.096
PARVB	Macrophage_IPF	0	2.40864150684983	0	0.325	0.044
HMOX1	Macrophage_IPF	0	2.39975696495704	0	0.352	0.079
RGS19	Macrophage_IPF	0	2.39435503254482	0	0.327	0.052
DMXL2	Macrophage_IPF	0	2.38534299535015	0	0.285	0.045
FGD4	Macrophage_IPF	0	2.37029847524162	0	0.291	0.055
STX11	Macrophage_IPF	0	2.36015905905235	0	0.435	0.075
P2RX4	Macrophage_IPF	0	2.3463305712761	0	0.391	0.076
CSGALNACT2	Macrophage_IPF	0	2.34264081840248	0	0.334	0.057
PPP1R18	Macrophage_IPF	0	2.31332312248503	0	0.413	0.062
CD37	Macrophage_IPF	0	2.30590534998565	0	0.651	0.064
GNB4	Macrophage_IPF	0	2.3008066502446	0	0.416	0.078
IRAK3	Macrophage_IPF	0	2.27846931237576	0	0.365	0.071
SHTN1	Macrophage_IPF	0	2.27471215562455	0	0.313	0.059
SMPDL3A	Macrophage_IPF	0	2.27238196017162	0	0.288	0.057
ACP2	Macrophage_IPF	0	2.26876511174269	0	0.365	0.081
MAN1A1	Macrophage_IPF	0	2.25414343832232	0	0.367	0.065
MANBA	Macrophage_IPF	0	2.24690728206166	0	0.281	0.048
PTPN6	Macrophage_IPF	0	2.23163506635541	0	0.419	0.085
MAP2K1	Macrophage_IPF	0	2.2295197117254	0	0.425	0.096
CLIP4	Macrophage_IPF	0	2.22873192356512	0	0.274	0.046
IRAK1	Macrophage_IPF	0	2.17251819469141	0	0.329	0.069
MYO9B	Macrophage_IPF	0	2.17106037604734	0	0.314	0.057
RHOQ	Macrophage_IPF	0	2.16210507491525	0	0.424	0.098
IL10RA	Macrophage_IPF	0	2.15057313828712	0	0.279	0.02
ABCG1	Macrophage_IPF	0	2.15029293387741	0	0.307	0.057
ASAP1	Macrophage_IPF	0	2.1484820517112	0	0.386	0.075
AMDHD2	Macrophage_IPF	0	2.14798094166763	0	0.274	0.049
MYD88	Macrophage_IPF	0	2.14239810130273	0	0.292	0.056
BEST1	Macrophage_IPF	0	2.12787056509632	0	0.268	0.046
CYB5R4	Macrophage_IPF	0	2.12117709384503	0	0.32	0.063
WIPF1	Macrophage_IPF	0	2.11373407435043	0	0.458	0.059
SKAP2	Macrophage_IPF	0	2.10687160945215	0	0.431	0.081
TNFSF12	Macrophage_IPF	0	2.10679667653028	0	0.29	0.057
NUP214	Macrophage_IPF	0	2.09154474038061	0	0.326	0.072
TNFRSF1B	Macrophage_IPF	0	2.07389639301457	0	0.285	0.038
SNCA	Macrophage_IPF	0	2.073866243	0	0.279	0.052
PLXND1	Macrophage_IPF	0	2.07144754362918	0	0.259	0.044
NCEH1	Macrophage_IPF	0	2.06699565581929	0	0.377	0.08
SOD2	Macrophage_IPF	0	2.05875043966368	0	0.28	0.055
CHST11	Macrophage_IPF	0	2.05213945536808	0	0.414	0.076
KIAA1033	Macrophage_IPF	0	2.01927174913951	0	0.297	0.06
TCN2	Macrophage_IPF	0	2.01920583117442	0	0.297	0.068
SAMSN1	Macrophage_IPF	0	1.999602695	0	0.575	0.067
EPSTI1	Macrophage_IPF	0	1.99251824686714	0	0.255	0.051
TAOK3	Macrophage_IPF	0	1.98462573016954	0	0.426	0.095
PLEKHA2	Macrophage_IPF	0	1.97862281756645	0	0.286	0.057
PTPRE	Macrophage_IPF	0	1.9785519592567	0	0.344	0.092
ANPEP	Macrophage_IPF	0	1.97337713589373	0	0.306	0.074
SLA	Macrophage_IPF	0	1.97017552291099	0	0.525	0.045
NPC1	Macrophage_IPF	0	1.96954205828128	0	0.259	0.054
CEP170	Macrophage_IPF	0	1.95112817737984	0	0.305	0.072
TDRD3	Macrophage_IPF	0	1.94427319906349	0	0.338	0.079
ACER3	Macrophage_IPF	0	1.94360757658928	0	0.313	0.065
PDE4B	Macrophage_IPF	0	1.92965607969864	0	0.267	0.037
C2	Macrophage_IPF	0	1.92165934617491	0	0.261	0.066
CMTM3	Macrophage_IPF	0	1.90664616691806	0	0.339	0.067
CD109	Macrophage_IPF	0	1.90575940814322	0	0.256	0.056
ZMIZ1	Macrophage_IPF	0	1.90335530077242	0	0.257	0.057
ME2	Macrophage_IPF	0	1.90198781508366	0	0.344	0.086
FCHO2	Macrophage_IPF	0	1.89909495118961	0	0.272	0.063
ZNF331	Macrophage_IPF	0	1.88570176254444	0	0.52	0.098
DSE	Macrophage_IPF	0	1.87506054029815	0	0.312	0.079
LPCAT2	Macrophage_IPF	0	1.86841912915745	0	0.287	0.061
DRAM1	Macrophage_IPF	0	1.8643923541951	0	0.308	0.079
RAB8B	Macrophage_IPF	0	1.85209089617529	0	0.321	0.063
HPCAL1	Macrophage_IPF	0	1.84399477411955	0	0.384	0.092
MCOLN1	Macrophage_IPF	0	1.84273086069177	0	0.281	0.061
